81;56949;0,09675;päivä (substantiivi)
82;56157;0,095404;hallitus (substantiivi)
83;56059;0,095238;toimia (verbi)
84;54787;0,093077;sama (pronomini)
85;54158;0,092008;koko (adjektiivi)
86;52413;0,089044;pieni (adjektiivi)
87;52314;0,088876;ettei (verbi)
88;52289;0,088833;mennä (verbi)
89;51953;0,088262;ensi (adjektiivi)
90;51750;0,087917;kunta (substantiivi)
91;51698;0,087829;toinen (lukusana)
92;51438;0,087387;sillä (konjunktio)
93;51376;0,087282;joutua (verbi)
94;51217;0,087012;käyttää (verbi)
95;50664;0,086072;tampere (erisnimi)
96;50311;0,085473;kuulua (verbi)
97;50022;0,084982;mikään (pronomini)
98;49693;0,084423;nainen (substantiivi)
99;49495;0,084086;toinen (pronomini)
100;49203;0,08359;viikko (substantiivi)
101;48893;0,083064;esimerkiksi (adverbi)
102;48838;0,08297;lähteä (verbi)
103;47589;0,080848;eli (konjunktio)
104;47585;0,080842;tarvita (verbi)
105;46105;0,078327;yli (adverbi)
106;45522;0,077337;koska (konjunktio)
107;45513;0,077321;venäjä (erisnimi)
108;45193;0,076778;turku (erisnimi)
109;45167;0,076734;luku (substantiivi)
110;44857;0,076207;vanha (adjektiivi)
111;44764;0,076049;nousta (verbi)
112;44608;0,075784;nähdä (verbi)
113;44277;0,075222;kerta (substantiivi)
114;43427;0,073778;jokin (pronomini)
115;43415;0,073757;todeta (verbi)
116;43220;0,073426;aikana (prepositio)
117;43110;0,073239;yritys (substantiivi)
118;42865;0,072823;minä (pronomini)
119;42375;0,07199;nämä (pronomini)
120;42351;0,07195;seurata (verbi)
121;40265;0,068406;tärkeä (adjektiivi)
122;40142;0,068197;alku (substantiivi)
123;39902;0,067789;paikka (substantiivi)
124;39679;0,06741;vaan (konjunktio)
125;39409;0,066951;tilanne (substantiivi)
126;39157;0,066523;presidentti (substantiivi)
127;39151;0,066513;tieto (substantiivi)
128;38445;0,065314;loppu (substantiivi)
129;38409;0,065253;tietää (verbi)
130;38183;0,064869;tapa (substantiivi)
131;38138;0,064792;maailma (substantiivi)
132;38136;0,064789;aina (adverbi)
133;37877;0,064349;määrä (substantiivi)
134;37589;0,063859;maksaa (verbi)
135;37555;0,063802;vaatia (verbi)
136;37381;0,063506;puheenjohtaja (substantiivi)
137;37319;0,063401;löytyä (verbi)
138;37172;0,063151;lähes (adverbi)
139;37022;0,062896;tuoda (verbi)
140;36840;0,062587;uskoa (verbi)
141;36575;0,062137;esittää (verbi)
142;36245;0,061576;ennen (prepositio)
143;36153;0,06142;ts (lyhenne)
144;35846;0,060898;neljä (lukusana)
145;35835;0,06088;oulu (erisnimi)
146;35672;0,060603;usea (pronomini)
147;35367;0,060085;poliisi (substantiivi)
148;35258;0,059899;kisa (substantiivi)
149;35223;0,05984;enää (adverbi)
150;35218;0,059831;sitten (adverbi)
151;34981;0,059429;auto (substantiivi)
152;34949;0,059374;odottaa (verbi)
153;34825;0,059164;toiminta (substantiivi)
154;34708;0,058965;eri (adjektiivi)
155;34673;0,058906;entinen (adjektiivi)
156;34651;0,058868;näyttää (verbi)
157;34608;0,058795;syntyä (verbi)
158;34590;0,058765;eurooppa (erisnimi)
159;34272;0,058224;tulos (substantiivi)
160;34048;0,057844;raha (substantiivi)
161;33798;0,057419;päättää (verbi)
162;33691;0,057237;saattaa (verbi)
163;33605;0,057091;päätös (substantiivi)
164;33590;0,057066;suomalainen (adjektiivi)
165;33412;0,056763;käyttö (substantiivi)
166;33139;0,056299;aloittaa (verbi)
167;32895;0,055885;syy (substantiivi)
168;32840;0,055791;sitten (prepositio)
169;32780;0,05569;kasvaa (verbi)
170;32629;0,055433;elämä (substantiivi)
171;32488;0,055193;järjestää (verbi)
172;32043;0,054437;johtaa (verbi)
173;31943;0,054268;kilpailu (substantiivi)
174;31932;0,054249;koulu (substantiivi)
175;31875;0,054152;kesä (substantiivi)
176;31817;0,054053;vuotias (adjektiivi)
177;31689;0,053836;ongelma (substantiivi)
178;31688;0,053834;yhtiö (substantiivi)
179;31683;0,053826;valita (verbi)
180;31653;0,053775;joukkue (substantiivi)
181;31643;0,053758;viisi (lukusana)
182;31599;0,053683;nuori (substantiivi)
183;31563;0,053622;vähän (adverbi)
184;31554;0,053607;mahdollisuus (substantiivi)
185;31527;0,053561;muutama (pronomini)
186;31459;0,053445;kausi (substantiivi)
187;31176;0,052965;ainakin (adverbi)
188;31017;0,052694;jatkaa (verbi)
189;30971;0,052616;suomalainen (substantiivi)
190;30899;0,052494;jopa (adverbi)
191;30676;0,052115;kymmenen (lukusana)
192;30646;0,052064;voittaa (verbi)
193;30555;0,05191;valtio (substantiivi)
194;30313;0,051498;pelata (verbi)
195;30213;0,051328;viedä (verbi)
196;30205;0,051315;kuva (substantiivi)
197;30186;0,051283;sopia (verbi)
198;30101;0,051138;viimeinen (adjektiivi)
199;30064;0,051075;nimi (substantiivi)
200;29988;0,050946;puoli (lukusana)
